Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Premium (3yrs),Fraud
66167,264,Linda Banks,+1-769-973-5093,collinsnancy@example.com,45,Female,Single,3,Cooperhaven,Mining engineer,1,Auto,No,4,Yes,Full,2885,0
93734,652,Heather Hodges,675-257-5684x903,catherine39@example.org,37,Male,Single,2,New Martin,"Engineer, electrical",5,Health,Yes,2,Yes,Partial,2917,0
23178,949,Crystal Thornton,001-395-349-2044,kevin72@example.org,70,Male,Married,1,New Melissaland,Fine artist,4,Auto,Yes,1,No,Full,3312,0
59478,318,Aaron Payne DDS,001-585-750-0264,nphillips@example.com,59,Male,Married,4,Tracymouth,"Surveyor, building control",1,Health,Yes,5,No,Partial,3748,1
96000,922,John Bonilla,(709)754-6334,kelsey03@example.org,48,Male,Single,1,Harrisport,"Producer, radio",2,Health,Yes,2,No,Full,4064,0
70256,458,Joseph Harper,213.425.1423,aimeeroberts@example.com,43,Female,Married,2,Alejandrastad,"Pilot, airline",2,Auto,No,4,No,Full,3822,0
46942,182,Adrian Harris,+1-455-492-6069x831,jamescoleman@example.net,39,Male,Single,2,North Kristin,Television floor manager,4,Auto,Yes,0,No,Partial,3969,0
49327,976,Jeanette Scott,(339)250-4379x8394,khood@example.net,52,Male,Married,4,Susanview,"Designer, multimedia",0,Auto,No,0,Yes,Partial,4021,1
83057,148,Hannah Ramsey,8858795922,dstephens@example.org,55,Male,Married,3,Pierceland,Medical technical officer,0,Home,No,1,No,Partial,1181,1
28137,450,Megan Phillips,+1-633-879-6429x218,shawn79@example.com,69,Male,Married,2,Port Williamport,Hospital doctor,0,Home,No,4,Yes,Full,1965,1
64223,141,Shawn Myers,(652)571-9174x125,fordmichelle@example.org,55,Male,Married,2,Lake Edwardmouth,Cytogeneticist,0,Auto,No,2,No,Full,4353,1
85274,999,Kirk Bryant,6109250610,jessica39@example.com,45,Male,Married,2,South Jamesburgh,Teaching laboratory technician,0,Auto,No,3,Yes,Partial,2109,1
15819,195,Anthony Davis,(731)989-8295x43596,christopherheath@example.com,69,Female,Single,5,Port Sandra,Illustrator,1,Health,Yes,3,No,Partial,4076,1
66100,892,Timothy Byrd,+1-861-753-7101,daviscolin@example.net,41,Male,Single,3,Rossview,Audiological scientist,1,Auto,No,1,No,Partial,4507,0
25677,198,Mark Lindsey,988-234-8734x19793,kimberlywalker@example.com,63,Male,Single,2,Cynthiahaven,Financial manager,1,Health,No,1,No,Partial,4686,1
42714,976,Dr. Brent Taylor Jr.,620-360-2241x3763,carterbrian@example.net,29,Male,Single,2,North Danielle,Building surveyor,5,Auto,No,3,No,Full,4806,1
53072,368,Katherine Mendez,(840)718-7902x158,cathy61@example.org,29,Male,Married,5,Markmouth,Television floor manager,2,Home,Yes,4,No,Full,4989,1
20636,331,Erica Rodgers,001-322-970-5028x8175,djackson@example.org,65,Male,Married,4,New Tami,"Designer, graphic",4,Health,Yes,0,Yes,Partial,2105,0
94015,843,Matthew Grant,(900)226-8002x52262,brianna69@example.net,20,Male,Single,4,Reidport,Private music teacher,5,Health,No,5,Yes,Partial,1350,1
98910,280,Amy Schneider,+1-608-929-7625x3140,johnsonkelly@example.org,64,Male,Single,0,West Cheryl,Meteorologist,2,Auto,No,2,Yes,Full,2344,0
30452,511,Randy Williams,001-200-519-3243x5097,lmorgan@example.com,54,Male,Married,4,Victoriaport,Estate agent,4,Home,Yes,3,Yes,Partial,3768,1
90127,768,John Kaufman,(508)212-6073,jonathan54@example.com,48,Female,Married,3,Moyerstad,Civil Service fast streamer,2,Home,No,2,Yes,Full,4072,0
22955,723,Susan Aguilar,284-736-9025,zelliott@example.net,32,Male,Single,3,Jacksonstad,"Engineer, technical sales",2,Home,Yes,4,No,Full,1542,0
37425,924,Derrick Sanchez,(291)698-7152,michael81@example.org,53,Male,Married,3,Garzafort,"Lecturer, further education",3,Auto,Yes,3,No,Full,4237,1
66914,984,Nancy Lee,901.446.7434,swansonsteven@example.net,43,Female,Single,0,Port Kelsey,Wellsite geologist,5,Auto,No,5,Yes,Full,2122,1
63904,757,Mark Kim,709-331-0680x873,halecrystal@example.org,46,Female,Single,5,North Daniel,Consulting civil engineer,4,Home,Yes,4,Yes,Partial,1002,0
11345,799,Donna Wise,+1-666-506-2503x7502,tiffanyterry@example.com,56,Male,Married,4,West Dianefort,Chartered certified accountant,0,Auto,No,1,No,Partial,3686,1
63101,794,Maria Hill,390.790.9990x878,klopez@example.com,19,Female,Single,5,South Taylor,Editorial assistant,3,Health,Yes,5,Yes,Partial,4265,0
52008,441,Danielle Case,926-585-1573x97227,pconner@example.com,41,Female,Single,1,Carterstad,Environmental consultant,0,Auto,No,4,Yes,Full,4253,1
63841,161,Dakota Gomez,+1-647-344-7793x60070,blake32@example.org,33,Male,Married,0,East Megan,Emergency planning/management officer,1,Home,Yes,3,Yes,Full,1208,0
52370,969,Jordan Carter,560.659.5972,gerald67@example.net,48,Female,Single,0,Stevensontown,Accommodation manager,3,Auto,No,0,No,Partial,1124,0
71124,845,Jennifer Fields,478-793-2865x28249,janiceramirez@example.org,49,Female,Married,3,Holmesfort,Production manager,3,Health,No,1,No,Full,3839,0
22897,883,Laura Bailey,(319)748-0967x6756,imarquez@example.org,19,Male,Married,5,Hardinville,Holiday representative,3,Home,Yes,4,No,Full,1615,0
37746,985,Christopher Kline,+1-483-984-8133x8942,ogonzales@example.net,62,Male,Single,4,North Matthewberg,Museum education officer,2,Home,No,5,No,Full,1049,0
88310,710,Andrea Miller,+1-879-717-9262x65171,marcusgriffith@example.net,21,Male,Single,5,Holtberg,Radio broadcast assistant,0,Health,Yes,5,No,Full,3077,0
30651,913,Tammy Hill,+1-794-629-0736,eduardorodriguez@example.com,56,Male,Single,1,Tuckerfort,Early years teacher,2,Home,Yes,4,Yes,Partial,4474,0
94152,449,Jason Dorsey,(878)362-1566x60191,rodney67@example.net,28,Male,Single,5,Romanside,Museum/gallery conservator,5,Home,Yes,0,Yes,Full,3185,1
18256,633,Courtney Davis,459.657.5925x2465,amandawells@example.com,40,Female,Single,5,Whitneyfort,Adult nurse,5,Auto,Yes,4,No,Partial,3387,0
92183,279,John Cruz,+1-895-960-9797x5110,heather42@example.net,56,Male,Single,4,North Alexandraburgh,Graphic designer,3,Auto,Yes,5,Yes,Partial,3519,0
22061,453,Christopher Malone,(497)997-3415x567,gdavis@example.com,27,Male,Single,5,New Kathy,"Accountant, chartered management",2,Home,Yes,1,No,Partial,3726,1
93072,756,Linda Williams,381.522.1844,eturner@example.org,69,Male,Married,2,New Sydneystad,Market researcher,5,Health,Yes,5,No,Full,3972,1
76788,677,Melissa Nguyen,(274)696-4521,qking@example.org,27,Male,Single,3,Port Evelynfort,Sales promotion account executive,0,Health,No,4,Yes,Full,1771,1
78108,127,Jonathan Cook,+1-773-738-8594x8786,bbenitez@example.org,21,Female,Married,4,East Tiffanyfurt,Statistician,1,Health,No,3,No,Full,3196,1
48933,163,Ronnie Wright,001-425-926-6953x448,nicolejohnson@example.net,23,Female,Single,3,West Jeremy,Television camera operator,1,Health,No,5,No,Partial,1266,1
30589,270,Marilyn Jordan,691-415-4617,lross@example.net,43,Female,Single,1,Ritabury,Chartered management accountant,4,Auto,No,2,Yes,Full,4934,0
93777,565,Daniel Brock,+1-539-765-6271,shahthomas@example.com,54,Male,Married,2,Beanstad,Restaurant manager,5,Health,Yes,1,No,Partial,4991,0
31654,191,Larry Hernandez,001-203-702-2848x62922,evansmatthew@example.org,40,Female,Single,3,Johnside,Cytogeneticist,0,Health,No,2,No,Partial,4554,0
40561,331,Jordan Perez,(946)416-9087x1903,amberdiaz@example.net,36,Male,Married,5,Gilmoremouth,Animal technologist,0,Health,Yes,2,No,Partial,2563,0
38065,231,Vincent Galloway,791.901.3055,melissa95@example.com,40,Male,Married,0,South Sethside,Building surveyor,4,Auto,No,3,Yes,Full,1913,1
40992,196,Lauren Sanchez,(276)247-3992,juan06@example.com,41,Male,Married,0,Ricardoborough,Community development worker,0,Auto,Yes,3,No,Partial,1451,1
90457,293,Kelsey Jennings,521.715.0430x2700,annaanderson@example.org,25,Female,Married,3,North Katherinebury,Minerals surveyor,3,Home,No,0,Yes,Full,4768,0
33183,695,Terry Nunez,001-548-558-5547x832,christopher10@example.net,24,Female,Single,3,Hurststad,"Designer, interior/spatial",1,Health,No,3,Yes,Full,1712,0
46698,628,Joanna Sanders,9904847583,christina06@example.org,33,Female,Single,5,New Baileybury,"Therapist, music",0,Auto,No,3,No,Full,3825,1
51124,578,Kimberly Taylor,848.885.0170x494,omyers@example.net,52,Female,Single,3,South Colleen,"Civil engineer, consulting",0,Auto,Yes,2,Yes,Full,4691,1
79381,352,Brianna Spence,272-380-0972x8209,thomas23@example.net,51,Female,Single,2,Lake Mark,"Engineer, communications",4,Health,No,3,No,Full,1857,1
92363,954,John Becker,001-250-952-1716x4908,robert65@example.net,32,Male,Single,2,Lake Wendybury,"Editor, commissioning",5,Health,No,0,Yes,Full,4000,1
12859,293,Richard Newton,001-460-746-2039x8754,gilbertpalmer@example.net,38,Male,Married,3,Port Eddieview,Geoscientist,2,Home,Yes,3,Yes,Full,3441,0
99046,786,Tracy Contreras,423-880-0349,harrisjason@example.org,66,Male,Married,3,Mannhaven,Industrial/product designer,1,Health,No,0,No,Partial,3737,0
26936,230,Joel Sims,(371)577-6891x4245,ravenmartinez@example.net,18,Male,Single,0,Gutierrezstad,Colour technologist,0,Auto,Yes,4,Yes,Full,4953,1
94322,563,Russell Gonzalez,264-315-2134x05068,lisa62@example.org,53,Female,Single,4,South Rebeccaview,Publishing rights manager,3,Health,Yes,5,No,Full,1351,1
10626,378,Sydney George,+1-514-360-2518x92191,ebryan@example.org,20,Female,Married,2,Carterborough,Biomedical engineer,1,Health,Yes,4,Yes,Full,1284,0
41593,651,Michelle Aguilar,(881)403-9605x16997,megan79@example.org,51,Female,Single,1,West Carrie,TEFL teacher,0,Auto,Yes,2,Yes,Partial,2916,0
89975,735,Matthew Weaver,4319305497,jeffreybooth@example.org,21,Male,Married,5,Petersland,Consulting civil engineer,0,Home,No,0,Yes,Partial,1248,0
66801,463,Christina Cameron,200-315-5787,maryross@example.com,45,Female,Married,3,West Karenport,Phytotherapist,2,Home,Yes,1,Yes,Partial,2889,1
37942,203,Regina Taylor,(809)677-5914x36417,murrayaaron@example.com,37,Male,Single,5,East James,Financial adviser,3,Home,No,3,No,Partial,2659,0
96338,739,Pamela Patterson,821.541.2754,tracimadden@example.com,26,Male,Married,2,North Andrew,Human resources officer,3,Auto,No,0,Yes,Partial,3142,0
94789,733,Michael Lyons,393.528.4839,loridavis@example.org,18,Male,Single,4,Patriciabury,Scientific laboratory technician,5,Auto,Yes,1,No,Partial,4216,0
44715,669,Leonard Morris,+1-949-523-0727x538,heather04@example.com,63,Female,Married,0,New Martin,Air traffic controller,3,Auto,Yes,1,Yes,Full,1830,1
52756,658,Becky Perez,(752)875-3535,sandra86@example.org,25,Female,Single,2,Parkermouth,Marketing executive,4,Health,Yes,0,Yes,Partial,2319,0
33982,851,Susan Lopez,001-454-454-5957x40814,brian54@example.net,59,Male,Married,4,Lake Randy,Sports development officer,5,Health,No,4,Yes,Full,2452,1
36440,247,Michael Sherman,441.297.4347,bill42@example.net,18,Male,Single,3,West Mary,Visual merchandiser,1,Auto,Yes,0,No,Partial,3375,0
51065,173,Rachel Lee,535-504-4412x43644,chapmanjackson@example.com,21,Male,Married,5,Brianchester,Herbalist,2,Home,No,3,No,Partial,3037,0
37425,139,Jon Peters,624.323.5574x2678,brandon41@example.net,57,Female,Single,0,Kathymouth,"Engineer, aeronautical",2,Home,Yes,2,No,Full,3528,0
98989,953,Gregory Walker,4338109840,pamelawatson@example.org,70,Male,Married,0,Taylorstad,"Engineer, building services",5,Auto,No,3,No,Partial,3988,1
25698,390,Allison Cooper,+1-641-375-8004x00659,thurley@example.com,38,Male,Married,1,Jonesshire,Medical sales representative,4,Auto,Yes,3,Yes,Full,2688,1
40601,196,Robert Johns,(499)403-9893,richardgomez@example.net,50,Male,Married,3,Lake Justinchester,Animal technologist,2,Home,No,2,No,Full,2707,1
90230,565,Joseph Maxwell,254.763.4582x325,rachelhines@example.org,51,Male,Married,4,Lake Sarah,Midwife,2,Health,No,1,Yes,Full,1379,0
36376,838,Mary Gregory,+1-990-279-2221x48398,mitchelllisa@example.org,18,Male,Married,4,Jimmytown,Medical physicist,0,Home,Yes,2,No,Partial,2781,0
27632,630,Shannon Contreras,872-786-7254x08594,bookernicholas@example.net,62,Male,Married,3,Kathleenbury,Energy manager,3,Health,No,3,Yes,Full,1363,0
76368,154,Patty Flores,(764)982-3992x330,tbooth@example.net,48,Male,Single,1,Lake Nicoletown,"Engineer, manufacturing",3,Health,No,0,Yes,Full,4962,1
35737,785,Nicole Jackson,693.809.3228,thomas27@example.net,22,Male,Married,4,West Jessemouth,IT trainer,3,Home,Yes,1,Yes,Partial,4162,1
21650,403,George Barrett,352-590-1102x759,yramirez@example.org,51,Female,Single,1,North Mariahstad,"Editor, film/video",2,Home,No,3,No,Partial,1462,1
11867,122,Ms. Shannon Mcgee,311-227-2619x2897,john36@example.net,51,Male,Married,1,Scottport,"Administrator, local government",1,Auto,No,0,Yes,Full,3780,1
60037,488,Melissa Moore,001-844-646-0451,brandonmontgomery@example.net,55,Female,Single,3,New Jerry,Podiatrist,0,Home,Yes,4,No,Partial,1043,1
81362,486,Shelby Fitzgerald,001-258-391-6150,amanda98@example.com,37,Male,Single,1,Bradleyside,Publishing rights manager,1,Home,Yes,3,No,Full,2754,0
38662,961,Kimberly Martin,300.881.8803,chelsea07@example.org,53,Female,Single,2,North Tara,Cytogeneticist,1,Home,No,2,No,Full,4931,0
93594,977,Phillip White,445-737-7711x956,aunderwood@example.net,68,Female,Married,4,Port Gregory,Chief Marketing Officer,0,Auto,No,0,Yes,Full,4802,1
35840,762,Scott Johnston,+1-865-276-4119x135,erika13@example.com,37,Female,Married,1,North Crystalville,Prison officer,3,Auto,No,1,Yes,Full,2195,1
43182,169,David Dunn,(399)328-4263x12118,fwolf@example.net,46,Male,Single,2,Smithborough,Horticultural consultant,0,Auto,No,3,No,Full,4867,1
68912,706,Anthony Robinson,7936281575,chris58@example.net,40,Male,Married,2,Jacquelinefort,Mudlogger,5,Auto,No,0,No,Full,2043,1
62068,727,Dennis Herman,217.249.9058x1063,matthew04@example.org,54,Male,Single,4,Vargasbury,Landscape architect,3,Auto,Yes,1,No,Full,3066,1
34029,173,Michael Jones,4725618301,linda77@example.org,31,Female,Married,2,North Stephen,Photographer,4,Auto,No,3,No,Partial,2747,1
52161,917,Mark Young,+1-434-591-0517x1190,thomasrogers@example.net,33,Male,Married,4,Perkinsmouth,Ambulance person,0,Health,Yes,5,Yes,Full,3466,1
83976,101,Jessica Haley,+1-541-693-1566,dianechavez@example.net,66,Male,Single,3,West Scottmouth,Aeronautical engineer,4,Home,Yes,2,No,Full,1798,1
87287,663,Darius Pittman,511-416-9056x5939,samantha72@example.net,36,Female,Single,4,Loritown,"Therapist, speech and language",0,Home,No,3,Yes,Partial,3812,0
86968,432,Cheryl Freeman,+1-564-532-2522,ihumphrey@example.com,24,Female,Married,4,Matthewside,Archaeologist,5,Health,Yes,0,No,Full,3602,1
11642,530,Tammy Sanders,245.254.9832,vincent76@example.net,40,Female,Married,2,Lake Sandra,Barrister's clerk,2,Health,No,4,Yes,Partial,3227,0
59084,474,William Wright,725.410.1330,kyoung@example.org,59,Female,Married,3,Hoffmanberg,Chiropractor,5,Home,Yes,4,No,Partial,3742,0
73072,600,Patricia Long,(737)455-9490x86571,courtney80@example.net,41,Male,Single,1,New Kevinfurt,Television camera operator,4,Auto,No,0,No,Full,2794,0
47255,178,Victor Cooper,8334245204,wflores@example.com,46,Female,Married,2,Lake Susan,Medical technical officer,2,Health,No,0,No,Partial,1606,0
68021,431,Mr. Christopher Baxter MD,4466807610,laura80@example.org,46,Male,Single,4,South Emilyberg,Barrister's clerk,2,Health,Yes,0,No,Partial,3509,0
37542,864,Jennifer Gomez,001-787-679-3509x975,melissa70@example.org,69,Female,Married,4,Davidmouth,Probation officer,4,Health,Yes,2,Yes,Full,4168,0
75427,604,Joshua Obrien,+1-751-298-8749x9093,paula14@example.org,18,Female,Single,5,Coltonfort,Child psychotherapist,5,Auto,No,2,Yes,Partial,3124,0
61871,990,Jose Collins,(897)294-9708x290,cynthiawhite@example.org,56,Female,Single,2,Thomasfurt,Electronics engineer,1,Auto,No,0,Yes,Full,1795,1
17893,944,Jackie Richardson,+1-496-983-0366,alvarezjohn@example.com,25,Male,Married,4,East Nicoleport,Special educational needs teacher,4,Health,No,3,No,Partial,4379,1
76053,611,Timothy Richardson,(969)829-0777,linda03@example.com,37,Male,Married,4,North Brittany,Energy engineer,4,Home,No,0,No,Full,4121,0
53103,360,Stephanie Sandoval,386.356.2745x86784,lindacook@example.org,61,Female,Married,4,Matthewtown,"Programme researcher, broadcasting/film/video",3,Auto,No,2,No,Full,2956,1
72916,207,Joseph Wood,(221)308-1203x4735,wdixon@example.net,48,Female,Single,5,South Eric,"Surveyor, quantity",0,Health,Yes,2,Yes,Full,1880,1
31204,688,Catherine Osborne,701-658-3688x671,jmoore@example.org,26,Female,Married,3,Brendaview,Diagnostic radiographer,1,Auto,Yes,4,Yes,Partial,1873,1
40012,552,Cynthia White,(563)527-2622x085,jennifer33@example.net,70,Male,Single,3,South Lauriefort,"Geneticist, molecular",3,Auto,No,5,Yes,Partial,4536,1
35976,291,Destiny Barnes,+1-643-308-7469x94199,sampsonnicole@example.com,27,Female,Married,4,Kellyburgh,Public affairs consultant,0,Home,No,1,Yes,Full,2550,0
23854,903,Scott Hoffman,+1-324-917-9816x6917,yellis@example.net,43,Female,Married,0,Port David,Clinical embryologist,1,Auto,No,1,Yes,Partial,1843,0
19558,169,Karen Williams,948-927-9104x378,bruceberger@example.com,23,Female,Married,1,North Sethmouth,Press sub,2,Health,Yes,4,No,Full,1208,0
39147,366,Stephanie Williams,001-414-607-2596,jeffrey04@example.com,45,Female,Married,3,North Juanview,"Clinical scientist, histocompatibility and immunogenetics",0,Auto,Yes,3,No,Partial,4490,0
70811,349,Aaron Smith DDS,(666)593-6067x220,amy09@example.org,24,Male,Single,5,East Jillborough,Special educational needs teacher,2,Home,Yes,1,No,Partial,2757,1
34926,776,Regina Walsh,(250)238-4908x35617,andersoncarol@example.net,28,Male,Married,1,Mccarthychester,Forensic scientist,4,Auto,Yes,4,Yes,Partial,3133,0
41668,622,James Cook,(240)413-1532,timothysimpson@example.org,34,Male,Married,3,Leonhaven,Software engineer,5,Health,No,1,No,Full,3409,1
57147,285,Adam Washington,887.714.2633x7482,jennifer17@example.org,18,Female,Single,2,Barrettview,Cytogeneticist,4,Auto,Yes,4,Yes,Partial,3056,0
26112,797,James Shepard,001-425-836-0726x5932,mark05@example.com,57,Male,Single,2,Port Brian,Call centre manager,1,Home,No,3,Yes,Full,1689,0
10149,554,Bianca Cummings,+1-864-851-9174,nataliehernandez@example.org,38,Male,Single,5,Port Staceyside,Acupuncturist,5,Home,No,5,Yes,Partial,2315,1
20012,157,Edward Johnson,+1-960-285-6459x422,maxwelljohnson@example.com,24,Male,Married,4,Davidmouth,Petroleum engineer,2,Auto,No,4,No,Full,1037,1
82591,950,Dean Vaughan,205-318-6805x470,jacobsteresa@example.org,56,Male,Single,0,Port Christopher,"Designer, graphic",1,Home,No,5,No,Partial,1024,1
12437,620,William Adams,+1-229-259-3579,sarah21@example.net,36,Female,Single,4,Lake Bethton,"Producer, radio",2,Auto,Yes,0,No,Full,1158,0
92864,811,Sandra Lopez,001-578-359-6997,moorebecky@example.com,51,Female,Married,4,South Karenside,Clinical psychologist,3,Health,Yes,1,Yes,Full,1562,1
49060,233,Cindy Williams,752.760.3840,julieellis@example.org,18,Female,Married,2,North Rachelchester,Forensic psychologist,3,Health,No,2,No,Full,1455,0
42393,917,Christopher Moreno,(659)438-9962x123,melissa78@example.net,27,Female,Single,1,Michelleside,Legal executive,4,Auto,No,3,No,Full,4879,0
97100,995,Melissa Taylor,913-289-8425x312,castrojesse@example.com,19,Female,Single,3,Steinview,"Loss adjuster, chartered",2,Home,No,0,Yes,Full,4288,0
31587,110,Christopher Gonzalez,513-661-3805x33407,cranejohn@example.com,35,Female,Married,1,South Ryanport,Civil Service administrator,2,Auto,Yes,1,No,Full,4110,1
20919,864,Alisha Brooks,001-740-248-9298x93634,lfrey@example.org,33,Female,Single,2,New Ryan,Exhibition designer,0,Auto,No,5,No,Full,1970,0
31695,973,Diana Jones,734.262.8725x57185,masonheather@example.com,53,Male,Single,4,New Conniefurt,Cabin crew,3,Home,Yes,1,Yes,Full,1071,0
96579,332,Michelle Kramer,992-488-1779,samanthavega@example.com,24,Female,Married,0,Port Derekchester,"Editor, film/video",2,Health,Yes,0,Yes,Partial,4227,0
